Address,City,State,Zip,Latitude,Longitude
742 ALTA VISTA ST,FORT COLLINS,CO,80524,40.59766,-105.05944
804 ALTA VISTA ST,FORT COLLINS,CO,80524,40.5982,-105.05939
810 ALTA VISTA ST,FORT COLLINS,CO,80524,40.59829,-105.05941
938 MAIN ST,FORT COLLINS,CO,80524,40.59792,-105.05959
932 MAIN ST,FORT COLLINS,CO,80524,40.59796,-105.05966
733 MARTINEZ ST,FORT COLLINS,CO,80524,40.5972,-105.061
732 MARTINEZ ST,FORT COLLINS,CO,80524,40.59726,-105.0605
749 ALTA VISTA ST,FORT COLLINS,CO,80524,40.59768,-105.05943
737 ALTA VISTA ST,FORT COLLINS,CO,80524,40.59768,-105.05942
713 LINDENMEIER RD,FORT COLLINS,CO,80524,40.59785,-105.05888
1121 LINDENMEIER RD,FORT COLLINS,CO,80524,40.60252,-105.05768
1125 LINDENMEIER RD,FORT COLLINS,CO,80524,40.60252,-105.05768
1833 LOWELL LN,FORT COLLINS,CO,80524,40.5837,-105.042
1821 LOWELL LN,FORT COLLINS,CO,80524,40.61256,-105.05813
1004 LOWELL LN,FORT COLLINS,CO,80524,40.61239,-105.05909
1904 MARLENE DR,FORT COLLINS,CO,80524,40.61346,-105.05998
1912 MARLENE DR,FORT COLLINS,CO,80524,40.61384,-105.06011
1912 MARLENE DR,FORT COLLINS,CO,80524,40.61385,-105.06015
1905 MARLENE DR,FORT COLLINS,CO,80524,40.61327,-105.06
1825 MARLENE DR,FORT COLLINS,CO,80524,40.61287,-105.05995
916 LOWELL LN,FORT COLLINS,CO,80524,40.6122,-105.06035
1904 LORRAINE DR,FORT COLLINS,CO,80524,40.61341,-105.06128
1920 LORRAINE DR,FORT COLLINS,CO,80524,40.61371,-105.06143
1913 LORRAINE DR,FORT COLLINS,CO,80524,40.61367,-105.06167
1905 LORRAINE DR,FORT COLLINS,CO,80524,40.61334,-105.06128
1817 LORRAINE DR,FORT COLLINS,CO,80524,40.61467,-105.05557
1129 MIRAMONT DR,FORT COLLINS,CO,80524,40.61471,-105.05551
1133 MIRAMONT DR,FORT COLLINS,CO,80524,40.61468,-105.05538
1137 MIRAMONT DR,FORT COLLINS,CO,80524,40.61469,-105.0552
1141 MIRAMONT DR,FORT COLLINS,CO,80524,40.61478,-105.05499
1201 MIRAMONT DR,FORT COLLINS,CO,80524,40.61497,-105.0546
1209 MIRAMONT DR,FORT COLLINS,CO,80524,40.6154,-105.0542
1217 MIRAMONT DR,FORT COLLINS,CO,80524,40.61557,-105.05409
1132 HILLSIDE CT,FORT COLLINS,CO,80524,40.61717,-105.05527
1112 HILLSIDE CT,FORT COLLINS,CO,80524,40.6172,-105.05667
1108 HILLSIDE CT,FORT COLLINS,CO,80524,40.6172,-105.05675
1113 HILLSIDE CT,FORT COLLINS,CO,80524,40.61705,-105.05674
1117 HILLSIDE CT,FORT COLLINS,CO,80524,40.61707,-105.05655
1121 HILLSIDE CT,FORT COLLINS,CO,80524,40.61708,-105.05615
2613 GREENMONT DR,FORT COLLINS,CO,80524,40.61665,-105.05503
2605 GREENMONT DR,FORT COLLINS,CO,80524,40.61635,-105.05501
2517 GREENMONT DR,FORT COLLINS,CO,80524,40.61566,-105.05505
2509 GREENMONT DR,FORT COLLINS,CO,80524,40.61542,-105.05501
2516 GREENMONT DR,FORT COLLINS,CO,80524,40.61578,-105.05493
2604 GREENMONT DR,FORT COLLINS,CO,80524,40.61677,-105.05492
2612 GREENMONT DR,FORT COLLINS,CO,80524,40.61678,-105.05493
2613 TREEMONT DR,FORT COLLINS,CO,80524,40.6167,-105.054
2609 TREEMONT DR,FORT COLLINS,CO,80524,40.61644,-105.05391
2605 TREEMONT DR,FORT COLLINS,CO,80524,40.61624,-105.0539
2601 TREEMONT DR,FORT COLLINS,CO,80524,40.61592,-105.0539
1208 MIRAMONT DR,FORT COLLINS,CO,80524,40.61551,-105.05425
1200 MIRAMONT DR,FORT COLLINS,CO,80524,40.61511,-105.05459
1132 MIRAMONT DR,FORT COLLINS,CO,80524,40.61481,-105.05507
1020 COUNTRY CLUB RD,FORT COLLINS,CO,80524,40.61775,-105.05804
936 COTTONWOOD DR,FORT COLLINS,CO,80524,40.61776,-105.05983
802 COUNTRY CLUB RD,FORT COLLINS,CO,80524,40.61776,-105.06227
750 COUNTRY CLUB RD,FORT COLLINS,CO,80524,40.61778,-105.06272
738 COUNTRY CLUB RD,FORT COLLINS,CO,80524,40.61777,-105.06286
730 COUNTRY CLUB RD,FORT COLLINS,CO,80524,40.61776,-105.06357
626 COUNTRY CLUB RD,FORT COLLINS,CO,80524,40.61782,-105.06526
512 COUNTRY CLUB RD,FORT COLLINS,CO,80524,40.61785,-105.0678
2115 SANDSTONE DR,FORT COLLINS,CO,80524,40.61685,-105.0681
2107 SANDSTONE DR,FORT COLLINS,CO,80524,40.6163,-105.068
2105 SANDSTONE DR,FORT COLLINS,CO,80524,40.6163,-105.06815
2108 SANDSTONE DR,FORT COLLINS,CO,80524,40.61663,-105.06806
2112 SANDSTONE DR,FORT COLLINS,CO,80524,40.61683,-105.06808
2114 SANDSTONE DR,FORT COLLINS,CO,80524,40.6168,-105.068
2101 SAGE DR,FORT COLLINS,CO,80524,40.61624,-105.06703
2115 SAGE DR,FORT COLLINS,CO,80524,40.61689,-105.06697
2119 SAGE DR,FORT COLLINS,CO,80524,40.61703,-105.06694
2125 SAGE DR,FORT COLLINS,CO,80524,40.617,-105.068
2129 SAGE DR,FORT COLLINS,CO,80524,40.61724,-105.06701
2115 WESTVIEW RD,FORT COLLINS,CO,80524,40.61717,-105.06205
2107 WESTVIEW RD,FORT COLLINS,CO,80524,40.61688,-105.06204
2103 WESTVIEW RD,FORT COLLINS,CO,80524,40.61618,-105.06204
2013 WESTVIEW RD,FORT COLLINS,CO,80524,40.61583,-105.06203
2005 WESTVIEW RD,FORT COLLINS,CO,80524,40.61472,-105.06209
1919 WESTVIEW RD,FORT COLLINS,CO,80524,40.61461,-105.06212
1831 WESTVIEW RD,FORT COLLINS,CO,80524,40.61392,-105.06258
724 BLUE TEAL DR,FORT COLLINS,CO,80524,40.61317,-105.06332
1501 BIRMINGHAM DR,FORT COLLINS,CO,80526,40.54032,-105.10445
1500 BIRMINGHAM DR,FORT COLLINS,CO,80526,40.54028,-105.10446
1506 BIRMINGHAM DR,FORT COLLINS,CO,80526,40.54028,-105.10448
1512 BIRMINGHAM DR,FORT COLLINS,CO,80526,40.54033,-105.10444
1518 BIRMINGHAM DR,FORT COLLINS,CO,80526,40.54041,-105.1044
1524 BIRMINGHAM DR,FORT COLLINS,CO,80526,40.54043,-105.10444
1530 BIRMINGHAM DR,FORT COLLINS,CO,80526,40.54058,-105.10506
1542 BIRMINGHAM DR,FORT COLLINS,CO,80526,40.54094,-105.10542
1548 BIRMINGHAM DR,FORT COLLINS,CO,80526,40.54102,-105.10556
3407 PEMBROKE ST,FORT COLLINS,CO,80526,40.5408,-105.10616
3406 PEMBROKE ST,FORT COLLINS,CO,80526,40.5404,-105.106
3412 PEMBROKE ST,FORT COLLINS,CO,80526,40.54049,-105.10605
3419 PEMBROKE ST,FORT COLLINS,CO,80526,40.54046,-105.10608
3425 PEMBROKE ST,FORT COLLINS,CO,80526,40.54001,-105.10611
3424 PEMBROKE ST,FORT COLLINS,CO,80526,40.53997,-105.10608
1607 ENFIELD ST,FORT COLLINS,CO,80526,40.53997,-105.10608
1624 ENFIELD ST,FORT COLLINS,CO,80526,40.54005,-105.10704
3418 WESTMINSTER ST,FORT COLLINS,CO,80526,40.54008,-105.10774
3412 WESTMINSTER ST,FORT COLLINS,CO,80526,40.54005,-105.10776
3401 WESTMINSTER ST,FORT COLLINS,CO,80526,40.54024,-105.10783
1700 BIRMINGHAM DR,FORT COLLINS,CO,80526,40.54087,-105.10817
1706 BIRMINGHAM DR,FORT COLLINS,CO,80526,40.5408,-105.10799
1724 BIRMINGHAM DR,FORT COLLINS,CO,80526,40.541,-105.10919
1800 BIRMINGHAM DR,FORT COLLINS,CO,80526,40.5484,-105.11
1818 BIRMINGHAM DR,FORT COLLINS,CO,80526,40.5484,-105.11
1900 AMES CT,FORT COLLINS,CO,80526,40.54097,-105.11118
1906 AMES CT,FORT COLLINS,CO,80526,40.54099,-105.11129
1936 AMES CT,FORT COLLINS,CO,80526,40.54108,-105.11244
1907 AMES CT,FORT COLLINS,CO,80526,40.54091,-105.11145
3424 DUNBAR AVE,FORT COLLINS,CO,80526,40.5406,-105.11089
3430 DUNBAR AVE,FORT COLLINS,CO,80526,40.54063,-105.11088
3448 DUNBAR AVE,FORT COLLINS,CO,80526,40.53978,-105.11076
1923 ENFIELD CT,FORT COLLINS,CO,80526,40.53947,-105.11146
1917 ENFIELD CT,FORT COLLINS,CO,80526,40.53947,-105.11146
1801 ENFIELD ST,FORT COLLINS,CO,80526,40.53948,-105.10911
3501 ENGLISH CT,FORT COLLINS,CO,80526,40.53936,-105.1085
3525 ENGLISH CT,FORT COLLINS,CO,80526,40.53863,-105.10849
3531 ENGLISH CT,FORT COLLINS,CO,80526,40.53842,-105.10848
3512 ENGLISH CT,FORT COLLINS,CO,80526,40.53908,-105.10839
3525 WESTMINSTER CT,FORT COLLINS,CO,80526,40.5388,-105.10758
3542 WESTMINSTER CT,FORT COLLINS,CO,80526,40.53844,-105.10738
3536 WESTMINSTER CT,FORT COLLINS,CO,80526,40.53845,-105.10739
3524 WESTMINSTER CT,FORT COLLINS,CO,80526,40.53902,-105.10745
1631 ENFIELD ST,FORT COLLINS,CO,80526,40.53995,-105.10707
1506 W HORSETOOTH RD,FORT COLLINS,CO,80526,40.5384,-105.104
3527 BIG BEN DR #F,FORT COLLINS,CO,80526,40.53859,-105.10686
3527 BIG BEN DR #E,FORT COLLINS,CO,80526,40.5484,-105.11
3527 BIG BEN DR #D,FORT COLLINS,CO,80526,40.5484,-105.11
3527 BIG BEN DR #C,FORT COLLINS,CO,80526,40.5484,-105.11
3527 BIG BEN DR #B,FORT COLLINS,CO,80526,40.5484,-105.11
3527 BIG BEN DR #A,FORT COLLINS,CO,80526,40.5484,-105.11
3545 BIG BEN DR #A,FORT COLLINS,CO,80526,40.53884,-105.10686
3545 BIG BEN DR #B,FORT COLLINS,CO,80526,40.5484,-105.11
3545 BIG BEN DR #C,FORT COLLINS,CO,80526,40.5484,-105.11
3545 BIG BEN DR #D,FORT COLLINS,CO,80526,40.5484,-105.11
3545 BIG BEN DR #E,FORT COLLINS,CO,80526,40.53899,-105.10689
3545 BIG BEN DR #F,FORT COLLINS,CO,80526,40.53914,-105.10697
1706 ENFIELD ST,FORT COLLINS,CO,80526,40.53975,-105.10822
1712 ENFIELD ST,FORT COLLINS,CO,80526,40.53983,-105.10797
1724 ENFIELD ST,FORT COLLINS,CO,80526,40.53957,-105.10888
1818 ENFIELD ST,FORT COLLINS,CO,80526,40.53959,-105.11007
1914 CHURCHILL CT,FORT COLLINS,CO,80526,40.53887,-105.11112
1932 CHURCHILL CT,FORT COLLINS,CO,80526,40.53889,-105.11216
1938 CHURCHILL CT,FORT COLLINS,CO,80526,40.53889,-105.11217
2002 CHURCHILL CT,FORT COLLINS,CO,80526,40.53891,-105.11255
2020 CHURCHILL CT,FORT COLLINS,CO,80526,40.53891,-105.11351
2026 CHURCHILL CT,FORT COLLINS,CO,80526,40.53891,-105.11351
2032 CHURCHILL CT,FORT COLLINS,CO,80526,40.53887,-105.11373
2038 CHURCHILL CT,FORT COLLINS,CO,80525,40.53888,-105.114
2044 CHURCHILL CT,FORT COLLINS,CO,80526,40.53892,-105.11415
2050 CHURCHILL CT,FORT COLLINS,CO,80526,40.53896,-105.11469
2033 CHURCHILL CT,FORT COLLINS,CO,80526,40.53881,-105.11395
1951 CHURCHILL CT,FORT COLLINS,CO,80526,40.5388,-105.11246
1951 CHURCHILL CT,FORT COLLINS,CO,80526,40.5388,-105.11246
1939 CHURCHILL CT,FORT COLLINS,CO,80526,40.5388,-105.11208
1921 CHURCHILL CT,FORT COLLINS,CO,80526,40.5388,-105.11129
1915 CHURCHILL CT,FORT COLLINS,CO,80526,40.5388,-105.11129
1909 CHURCHILL CT,FORT COLLINS,CO,80526,40.5484,-105.11
1827 CHURCHILL CT,FORT COLLINS,CO,80526,40.53881,-105.1103
1802 CHURCHILL CT,FORT COLLINS,CO,80526,40.53892,-105.10929
3524 KENT WAY,FORT COLLINS,CO,80526,40.53914,-105.11248
2030 KENT CT,FORT COLLINS,CO,80526,40.5396,-105.11391
2042 KENT CT,FORT COLLINS,CO,80526,40.53957,-105.11433
2037 KENT CT,FORT COLLINS,CO,80526,40.5484,-105.11
2007 KENT CT,FORT COLLINS,CO,80526,40.53951,-105.1129
2001 KENT CT,FORT COLLINS,CO,80526,40.53948,-105.11279
1918 BRONSON ST,FORT COLLINS,CO,80526,40.54028,-105.11194
1919 BRONSON ST,FORT COLLINS,CO,80526,40.54027,-105.11195
2019 BRONSON ST,FORT COLLINS,CO,80526,40.54028,-105.11229
1924 BRONSON ST,FORT COLLINS,CO,80526,40.54029,-105.11229
1930 BRONSON ST,FORT COLLINS,CO,80526,40.5484,-105.11
2000 BRONSON ST,FORT COLLINS,CO,80526,40.54029,-105.11278
2006 BRONSON ST,FORT COLLINS,CO,80526,40.54029,-105.11278
2024 BRONSON ST,FORT COLLINS,CO,80526,40.54029,-105.11366
2031 BRONSON ST,FORT COLLINS,CO,80526,40.5403,-105.11362
310 E IOWA AVE,BERTHOUD,CO,80513,40.29967,-105.06825
308 E IOWA AVE,BERTHOUD,CO,80513,40.2996,-105.069
307 E COLORADO AVE,BERTHOUD,CO,80513,40.2996,-105.069
306 E IOWA AVE,BERTHOUD,CO,80513,40.2996,-105.069
304 E IOWA AVE,BERTHOUD,CO,80513,40.2996,-105.069
303 E COLORADO AVE,BERTHOUD,CO,80513,40.2996,-105.069
216 E IOWA AVE,BERTHOUD,CO,80513,40.2996,-105.069
217 E COLORADO AVE,BERTHOUD,CO,80513,40.2996,-105.073
218 E IOWA AVE,BERTHOUD,CO,80513,40.2996,-105.07
112 E IOWA AVE,BERTHOUD,CO,80513,40.2996,-105.073
102 E IOWA AVE,BERTHOUD,CO,80513,40.2996,-105.074
103 E MICHIGAN AVE,BERTHOUD,CO,80513,40.3006,-105.074
107 E MICHIGAN AVE,BERTHOUD,CO,80513,40.3006,-105.074
113 E MICHIGAN AVE,BERTHOUD,CO,80513,40.3006,-105.074
101 E 2ND ST,BERTHOUD,CO,80513,40.301,-105.07242
210 E COLORADO AVE,BERTHOUD,CO,80513,40.30064,-105.07051
314 E COLORADO AVE,BERTHOUD,CO,80513,40.3006,-105.068
316 E COLORADO AVE,BERTHOUD,CO,80513,40.30068,-105.06776
318 E COLORADO AVE,BERTHOUD,CO,80513,40.3006,-105.068
319 E MICHIGAN AVE,BERTHOUD,CO,80513,40.3006,-105.068
317 E MICHIGAN AVE,BERTHOUD,CO,80513,40.3006,-105.068
314 E MICHIGAN AVE,BERTHOUD,CO,80513,40.3017,-105.06806
304 E MICHIGAN AVE,BERTHOUD,CO,80513,40.3017,-105.073
111 E INDIANA AVE,BERTHOUD,CO,80513,40.3017,-105.07285
103 E INDIANA AVE,BERTHOUD,CO,80513,40.3025,-105.073
101 E INDIANA AVE,BERTHOUD,CO,80513,40.3026,-105.073
202 VICTORIA ST,BERTHOUD,CO,80513,40.3026,-105.073
204 VICTORIA ST,BERTHOUD,CO,80513,40.3026,-105.073
209 HUBBELL ST,BERTHOUD,CO,80513,40.3026,-105.073
307 HUBBELL ST,BERTHOUD,CO,80513,40.3038,-105.07298
311 HUBBELL ST,BERTHOUD,CO,80513,40.30377,-105.07295
312 VICTORIA ST,BERTHOUD,CO,80513,40.3037,-105.073
314 VICTORIA ST,BERTHOUD,CO,80513,40.3037,-105.073
100 WELCH AVE,BERTHOUD,CO,80513,40.30426,-105.07413
149 WELCH AVE,BERTHOUD,CO,80513,40.30421,-105.07563
209 WELCH AVE,BERTHOUD,CO,80513,40.3042,-105.076
348 BIMSON AVE,BERTHOUD,CO,80513,40.30364,-105.07942
337 WELCH AVE,BERTHOUD,CO,80513,40.30363,-105.07917
316 BIMSON AVE,BERTHOUD,CO,80513,40.3036,-105.079
302 BIMSON AVE,BERTHOUD,CO,80513,40.3036,-105.079
309 BIMSON AVE,BERTHOUD,CO,80513,40.30283,-105.07833
203 3RD ST,BERTHOUD,CO,80513,40.3026,-105.078
156 3RD ST,BERTHOUD,CO,80513,40.3023,-105.078
339 INDIANA AVE,BERTHOUD,CO,80513,40.3022,-105.08
407 INDIANA AVE,BERTHOUD,CO,80513,40.30225,-105.07957
285 5TH ST,BERTHOUD,CO,80513,40.3023,-105.081
413 MICHIGAN AVE,BERTHOUD,CO,80513,40.30148,-105.08057
420 COLORADO AVE,BERTHOUD,CO,80513,40.3006,-105.081
413 COLORADO AVE,BERTHOUD,CO,80513,40.3006,-105.081
412 COLORADO AVE,BERTHOUD,CO,80513,40.30071,-105.08055
406 COLORADO AVE,BERTHOUD,CO,80513,40.3007,-105.08
352 COLORADO AVE,BERTHOUD,CO,80513,40.30074,-105.07947
339 COLORADO AVE,BERTHOUD,CO,80513,40.3007,-105.0791
325 COLORADO AVE,BERTHOUD,CO,80513,40.30071,-105.07911
324 COLORADO AVE,BERTHOUD,CO,80513,40.30071,-105.07907
315 MICHIGAN AVE,BERTHOUD,CO,80513,40.3012,-105.07865
315 IOWA AVE,BERTHOUD,CO,80513,40.30012,-105.07825
339 IOWA AVE,BERTHOUD,CO,80513,40.2999,-105.079
324 E NEBRASKA AVE,BERTHOUD,CO,80513,40.2992,-105.07918
528 WELCH AVE,BERTHOUD,CO,80513,40.3042,-105.082
548 WELCH AVE,BERTHOUD,CO,80513,40.3036,-105.082
603 WELCH AVE,BERTHOUD,CO,80513,40.3036,-105.082
335 MOUNTAIN AVE,BERTHOUD,CO,80513,40.3039,-105.084
448 WELCH AVE,BERTHOUD,CO,80513,40.3039,-105.084
622 WELCH AVE,BERTHOUD,CO,80513,40.30463,-105.08287
316 7TH ST,BERTHOUD,CO,80513,40.30367,-105.08373
707 WELCH AVE,BERTHOUD,CO,80513,40.30368,-105.08373
881 WELCH AVE,BERTHOUD,CO,80513,40.3042,-105.087
885 WELCH AVE,BERTHOUD,CO,80513,40.3042,-105.087
307 COLUMBINE CIR,BERTHOUD,CO,80513,40.2963,-105.087
306 COLUMBINE CIR,BERTHOUD,CO,80513,40.2963,-105.087
304 COLUMBINE CIR,BERTHOUD,CO,80513,40.30284,-105.08463
302 COLUMBINE CIR,BERTHOUD,CO,80513,40.2963,-105.087
104 HUMMINGBIRD PL,BERTHOUD,CO,80513,40.302,-105.08416
201 S 8TH ST,BERTHOUD,CO,80513,40.2963,-105.087
205 8TH ST,BERTHOUD,CO,80513,40.2998,-105.083
211 S 8TH ST,BERTHOUD,CO,80513,40.2998,-105.083
333 S 8TH ST,BERTHOUD,CO,80513,40.2998,-105.083
840 DOUGLAS PL,BERTHOUD,CO,80513,40.2968,-105.085
750 HOLMES PL,BERTHOUD,CO,80513,40.2968,-105.085
817 HOLMES PL,BERTHOUD,CO,80513,40.2963,-105.087
860 MARSHALL PL,BERTHOUD,CO,80513,40.29609,-105.08505
801 MARSHALL PL,BERTHOUD,CO,80513,40.29609,-105.08505
739 SAGE PL,BERTHOUD,CO,80513,40.29465,-105.08445
720 SAGE PL,BERTHOUD,CO,80513,40.2947,-105.085
821 LONG VIEW AVE,BERTHOUD,CO,80513,40.2976,-105.087
830 LONG VIEW AVE,BERTHOUD,CO,80513,40.2929,-105.08567
831 LONG VIEW AVE,BERTHOUD,CO,80513,40.29463,-105.08576
851 LONG VIEW AVE,BERTHOUD,CO,80513,40.29464,-105.08637
850 LONG VIEW AVE,BERTHOUD,CO,80513,40.2976,-105.087
860 LONG VIEW AVE,BERTHOUD,CO,80513,40.2976,-105.087
819 GREENWOOD DR,BERTHOUD,CO,80513,40.2927,-105.086
812 GREENWOOD DR,BERTHOUD,CO,80513,40.29331,-105.08688
809 GREENWOOD DR,BERTHOUD,CO,80513,40.2922,-105.085
600 BRISTLECONE CT,BERTHOUD,CO,80513,40.29386,-105.0842
602 BRISTLECONE CT,BERTHOUD,CO,80513,40.29386,-105.0842
612 BRISTLECONE CT,BERTHOUD,CO,80513,40.29382,-105.08422
533 S 8TH ST,BERTHOUD,CO,80513,40.2976,-105.087
535 S 9TH ST,BERTHOUD,CO,80513,40.2976,-105.087
527 REDWOOD CIR,BERTHOUD,CO,80513,40.2965,-105.087
523 REDWOOD CIR,BERTHOUD,CO,80513,40.2965,-105.087
1040 N MADISON AVE,LOVELAND,CO,80537,40.40155,-105.05812
1208-1292 6TH ST,LOVELAND,CO,80537,40.39746,-105.05969
1208-1292 6TH ST,LOVELAND,CO,80537,40.39747,-105.05973
1208-1292 6TH ST,LOVELAND,CO,80537,40.39747,-105.06067
1208-1292 6TH ST,LOVELAND,CO,80537,40.39746,-105.06044
560 4TH ST SE,LOVELAND,CO,80537,40.38895,-105.06853
315 E 4TH ST,LOVELAND,CO,80537,40.39593,-105.07252
510 E 4TH ST,LOVELAND,CO,80537,40.39523,-105.07023
6TH & CLEVELAND,LOVELAND,CO,80538,40.39807,-105.07411
565 N CLEVELAND AVE,LOVELAND,CO,80537,40.3973,-105.07548
474 W 9TH ST,LOVELAND,CO,80537,40.40049,-105.08299
432-482 W 10TH ST,LOVELAND,CO,80537,40.40147,-105.08227
432-482 W 10TH ST,LOVELAND,CO,80537,40.40147,-105.08227
139 S GARFIELD AVE,LOVELAND,CO,80537,40.39186,-105.07775
310 S CLEVELAND AVE,LOVELAND,CO,80537,40.38947,-105.07439
214 19TH SE,LOVELAND,CO,80537,40.37242,-105.07481
3985 S LINCOLN AVE,LOVELAND,CO,80537,40.35182,-105.07546
3985 S LINCOLN AVE,LOVELAND,CO,80537,40.35185,-105.07551
4015 S LINCOLN AVE #500,LOVELAND,CO,80537,40.34966,-105.07676
225 42ND ST SW,LOVELAND,CO,80537,40.34966,-105.08033
323 42ND ST SW,LOVELAND,CO,80538,40.34947,-105.08187
323 42ND ST SW,LOVELAND,CO,80538,40.34947,-105.08187
323 42ND ST SW,LOVELAND,CO,80538,40.34947,-105.08187
703-707 16TH ST SW,LOVELAND,CO,80537,40.3776,-105.08833
703-707 16TH ST SW,LOVELAND,CO,80537,40.3776,-105.08832
1428 S CALIFORNIA,LOVELAND,CO,80537,40.37759,-105.08832
1100 S ST LOUIS AVE,LOVELAND,CO,80537,40.38164,-105.06324
1954 E HWY 402,LOVELAND,CO,80537,40.37769,-105.04845
2052 14TH ST SE,LOVELAND,CO,80539,40.37752,-105.04708
2526 E HWY 402,LOVELAND,CO,80539,40.37771,-105.04142
3363 14TH ST SE,LOVELAND,CO,80537,40.37876,-105.02858
3466 E CTY RD 20C #20,LOVELAND,CO,80537,40.39573,-105.02358
3466 E CTY RD 20C #18 & #19,LOVELAND,CO,80537,40.39572,-105.02359
3466 E CTY RD 20C #B4,LOVELAND,CO,80537,40.3958,-105.024
3466 E CTY RD 20C #B3,LOVELAND,CO,80537,40.39584,-105.02702
3466 E CTY RD 20C,LOVELAND,CO,80537,40.39581,-105.02668
3466 E CTY RD 20C #B1,LOVELAND,CO,80537,40.39583,-105.02722
3466 E CTY RD 20C,LOVELAND,CO,80537,40.39579,-105.02781
3466 E CTY RD 20C #C8,LOVELAND,CO,80538,40.39579,-105.02781
3466 E COUNTY RD 20C #A3,LOVELAND,CO,80537,40.39581,-105.02808
3466 E CTY RD 20C #A7,LOVELAND,CO,80537,40.39575,-105.02859
3466 E CTY RD 20C #C3,LOVELAND,CO,80537,40.39561,-105.0277
3466 E CTY RD 20C #C2,LOVELAND,CO,80537,40.39572,-105.02762
5666 E CTY RD 20E,LOVELAND,CO,80537,40.39971,-104.9978
2020 S CTY RD 9,LOVELAND,CO,80537,40.37133,-105.02097
4116 E HWY 402,LOVELAND,CO,80537,40.37711,-105.01762
1452 S CTY RD 7,LOVELAND,CO,80537,40.37721,-105.0022
1900 S CTY RD 7,LOVELAND,CO,80537,40.3733,-105.00089
3609 S CTY RD 7,LOVELAND,CO,80537,40.3588,-105.00244
6228 E HWY 402,LOVELAND,CO,80537,40.3773,-104.98685
6333 E HWY 402,LOVEALND,CO,80537,40.37808,-104.98569
6342 E HWY 402,LOVELAND,CO,80537,40.37807,-104.98532
995 PEACEFUL VIEW PL,JOHNSTOWN,CO,80534,40.38415,-104.97389
991 PEACEFUL VIEW PL,JOHNSTOWN,CO,80534,40.38431,-104.97464
999 PEACEFUL VIEW PL,JOHNSTOWN,CO,80534,40.38402,-104.97485
895 PEACEFUL VIEW PL,JOHNSTOWN,CO,80534,40.38539,-104.97152
7329 E HWY 402,LOVELAND,CO,80537,40.38539,-104.97147
26994 WELD CTY RD 15,LOVELAND,CO,80537,40.39274,-104.92602
27455 WELD CTY RD 15,LOVELAND,CO,80537,40.3985,-104.92713
28942 WELD CTY RD 15,WINDSOR,CO,80550,40.41898,-104.92006
1450 FALL RIVER DR,LOVELAND,CO,80537,40.40805,-105.00781
1450 FALL RIVER DR,LOVELAND,CO,80537,40.40805,-105.00781
1753 ROCKY MOUNTAIN AVE,LOVELAND,CO,80538,40.40992,-105.00317
5401 STONE CREEK CIR,LOVELAND,CO,80538,40.4086,-104.99913
1685 ROCKY MOUNTAIN AVE,LOVELAND,CO,80538,40.40987,-105.00536
1875 FALL RIVER DR,LOVELAND,CO,80538,40.41158,-105.00896
1875 FALL RIVER DR,LOVELAND,CO,80538,40.41158,-105.00896
4850 HAHNS PEAK DR,LOVELAND,CO,80538,40.4125,-105.00734
5100 HAHNS PEAK DR,LOVELAND,CO,80538,40.41208,-105.0058
5200 HAHNS PEAK STE 130,LOVELAND,CO,80538,40.41243,-105.00321
2500 ROCKY MOUNTAIN AVE,LOVELAND,CO,80538,40.41435,-104.99817
2500 ROCKY MOUNTAIN AVE,LOVELAND,CO,80538,40.41699,-104.99892
2695 ROCKY MOUNTAIN AVE,LOVELAND,CO,80538,40.41892,-105.00121
2725 ROCKY MOUNTAIN AVE,LOVELAND,CO,80538,40.4199,-105.00187
3005 ROCKY MOUNTAIN AVE,LOVELAND,CO,80538,40.42213,-105.00368
3675 PRECISION DR,LOVELAND,CO,80538,40.42963,-105.00023
5100 N BOYD LAKE AVE,LOVELAND,CO,80538,40.44159,-105.01842
1440 W VINE DR,FORT COLLINS,CO,80521,40.5594,-105.093
320 E VINE DR,FORT COLLINS,CO,80524,40.59646,-105.0712
126 HEMLOCK ST,FORT COLLINS,CO,80524,40.60134,-105.07821
1220 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60424,-105.07619
1220 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60424,-105.07618
1220 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60424,-105.07619
1513 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60806,-105.07666
1648 N COLLEGE AVE,FORT COLLINS,CO,80521,40.60924,-105.0759
1648 N COLLEGE AVE,FORT COLLINS,CO,80521,40.60924,-105.0759
1636 N COLLEGE AVE,FORT COLLINS,CO,80521,40.60994,-105.07558
120 BRISTLECONE DR,FORT COLLINS,CO,80524,40.60736,-105.07487
202 BRISTLECONE DR,FORT COLLINS,CO,80524,40.60736,-105.07384
1414 BLUE SPRUCE DR,FORT COLLINS,CO,80524,40.60665,-105.07075
1330 BLUE SPRUCE DR,FORT COLLINS,CO,80524,40.60603,-105.07103
2730 N SHIELDS ST,FORT COLLINS,CO,80521,40.62592,-105.09485
2730 N SHIELDS ST,FORT COLLINS,CO,80521,40.62592,-105.09485
2730 N SHIELDS ST,FORT COLLINS,CO,80521,40.62587,-105.09461
3101 KINTZLEY CT,LAPORTE,CO,80535,40.6261,-105.133
